"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@AVAETC look who's watching #QueenSugar ! @OfficialStedman https://t.co/Z77psiIFg6",FALSE,1295,NA,2017-07-27 01:57:04,FALSE,NA,"890390549395525632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",165,FALSE,FALSE,NA,NA
"@ava @facebook @QueenSugarOWN Actually i'm in the kitchen.. making some collard green and white bean soup. See u in 5 mins",FALSE,415,"ava",2017-07-26 22:56:22,FALSE,"890344257629765632","890345076878041089","14982804","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",36,FALSE,FALSE,NA,NA
"@ava meet me on FB LiVe in 10 minutes.. I wanna talk about #QUEENSUGAR",FALSE,102,"ava",2017-07-26 22:49:57,FALSE,NA,"890343462477770752","14982804","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",20,FALSE,FALSE,NA,NA
"I’ll be LIVE on @Facebook with @Ava today – getting ready for tonight’s not to be missed #QUEENSUGAR episode! Watch… https://t.co/psDon9Gh1Z",FALSE,2178,NA,2017-07-26 21:30:06,TRUE,NA,"890323365767950336",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",296,FALSE,FALSE,NA,NA
"The Bordelon bond is being tested TONIGHT. You don’t want to miss this #QueenSugar episode.  Watch with us tonight… https://t.co/xFWZGtbHTs",FALSE,1447,NA,2017-07-26 19:57:16,TRUE,NA,"890300002806906881",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",242,FALSE,FALSE,NA,NA
"Cracked myself up with this one<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> ! #lovinalaska https://t.co/C7CmBtechc",FALSE,1787,NA,2017-07-20 21:31:42,FALSE,NA,"888149442758451200",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Oprah",349,FALSE,FALSE,NA,NA
"Things are starting to heat up with our Sugar family. New #QueenSugar episode TONIGHT. https://t.co/QXtj4NhaiS",FALSE,2487,NA,2017-07-19 21:14:00,FALSE,NA,"887782597111054337",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",483,FALSE,FALSE,NA,NA
"It’s #WrinkleInTime time! Get ready to meet Mrs. Which. Countdown to March 9th 2018 starts now! https://t.co/ZRHPXb672c",FALSE,6454,NA,2017-07-15 18:35:48,FALSE,NA,"886293233315139584",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",1842,FALSE,FALSE,NA,NA
"Author Charles Eisenstein is on #SuperSoul this week discussing how we can shift from a culture of judgement to a c… https://t.co/ZSPb53kmSq",FALSE,2651,NA,2017-07-14 18:10:13,TRUE,NA,"885924409222889472",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",791,FALSE,FALSE,NA,NA
"@RWitherspoon congrats on your Emmy nomination. #BigLittleLies so good! See ya Saturday!",FALSE,339,"RWitherspoon",2017-07-14 00:43:19,FALSE,NA,"885660948488269825","1198406491","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",55,FALSE,FALSE,NA,NA
"Congratulaaaaaations to @ava 8 Emmy nominations for @13THFilm!! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>",FALSE,8611,NA,2017-07-13 21:52:15,FALSE,NA,"885617898298851328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1605,FALSE,FALSE,NA,NA
"@UhMeerUh_ Thanksfor seeing them all. Is why I love it! #QueenSugar",FALSE,102,"UhMeerUh_",2017-07-13 02:49:32,FALSE,"885329774100586496","885330324263100416","26884039","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",70,FALSE,FALSE,NA,NA
"@NMyZ0N3 Or Transgender?? #QueenSugar",FALSE,23,"NMyZ0N3",2017-07-13 02:48:25,FALSE,"885329630835748864","885330043831934976","308770994","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",36,FALSE,FALSE,NA,NA
"@tpoulos @Pinkberry @ava Doubt it. Or they'd still be sitting there.<ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+008B>",FALSE,25,"tpoulos",2017-07-13 02:37:09,FALSE,"885325553800171520","885327207941365760","26265409","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",11,FALSE,FALSE,NA,NA
"@KiaCherise Agree. Last thing she wanted. #QueenSugar",FALSE,23,"KiaCherise",2017-07-13 02:31:32,FALSE,"885325395788144640","885325792879681536","273210841","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",13,FALSE,FALSE,NA,NA
"@SoShaydee @GregAlanW @ImKeithDavid @LammanRucker So funny<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,19,"SoShaydee",2017-07-13 02:13:46,FALSE,"885320988023558144","885321322607255552","2730862776","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",9,FALSE,FALSE,NA,NA
"Watching Sugar? tweet tweet #QUEENSUGAR",FALSE,2469,NA,2017-07-13 02:05:41,FALSE,NA,"885319287778418689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",320,FALSE,FALSE,NA,NA
"New #QUEENSUGAR on tonight! You know the time. <ed><U+00A0><U+00BD><ed><U+00B1><U+0090><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> Tweet tweet. https://t.co/nADzzk0ukn",FALSE,2207,NA,2017-07-12 22:52:02,FALSE,NA,"885270556290859008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",463,FALSE,FALSE,NA,NA
"@EW @mindykaling @RWitherspoon I am so EXCITED about this movie, my character ""Mrs. Which "", all the ""Mrs.""… https://t.co/SSHovMjqOK",FALSE,1606,"EW",2017-07-12 17:16:15,TRUE,"885137924265840642","885186054378082305","16312576","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",225,FALSE,FALSE,NA,NA
"New @SuperSoulSunday this week. @wmpaulyoung, author of #TheShack, says he wrote the novel as a gift to his childre… https://t.co/mz33htz3Q8",FALSE,2129,NA,2017-07-07 18:30:37,TRUE,NA,"883392829321396224",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",449,FALSE,FALSE,NA,NA
"The book that’s MOST exciting me now is Imbolo Mbue's book Behold The Dreamers. It's my newest Book Club selection.… https://t.co/hxkX8LSNlk",FALSE,2315,NA,2017-07-06 22:05:36,TRUE,NA,"883084542952652800",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",549,FALSE,FALSE,NA,NA
"Lovin all your tweets . #QueenSugar",FALSE,3282,NA,2017-07-06 02:38:46,FALSE,NA,"882790900518207488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",331,FALSE,FALSE,NA,NA
"It’s Wednesday, you know what that means. New #QUEENSUGAR on Tonight 10/9c. See you for the tweet tweet. https://t.co/YRBlADMJL6",FALSE,1944,NA,2017-07-06 00:45:23,FALSE,NA,"882762364659015680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",320,FALSE,FALSE,NA,NA
"Wednesday’s Sugar night! New episode tonight. Who’s watching with me? https://t.co/oQ6KlZLpVz",FALSE,2777,NA,2017-06-28 14:30:01,FALSE,NA,"880070786823868416",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",522,FALSE,FALSE,NA,NA
"@Only1CrystalFox @MsReneeLawless  you ladies BROUGHT it tonight! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>#HAHN",FALSE,149,"Only1CrystalFox",2017-06-28 01:49:22,FALSE,NA,"879879363281408000","1395881846","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",37,FALSE,FALSE,NA,NA
"@Only1CrystalFox @MsReneeLawless you ladies are awesome tonight! #HAHN",FALSE,205,"Only1CrystalFox",2017-06-28 01:31:28,FALSE,NA,"879874859605442560","1395881846","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",51,FALSE,FALSE,NA,NA
"@OWNTV Yep..@Only1CrystalFox  is IT!",FALSE,122,"OWNTV",2017-06-28 01:26:31,FALSE,"879872893034741760","879873611963564032","182161200","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",31,FALSE,FALSE,NA,NA
"Howdy Y'all waitin' on Sugar.#GimmeSugar",FALSE,2689,NA,2017-06-28 01:24:54,FALSE,NA,"879873206848335872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",297,FALSE,FALSE,NA,NA
"I love this book because it talks EVERYTHING. Race, class, family love, pursuit of happiness. My new book club sele… https://t.co/9ljqsTcOXM",FALSE,4405,NA,2017-06-26 12:35:06,TRUE,NA,"879317091182039040",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",1081,FALSE,FALSE,NA,NA
".@sherylsandberg is on #SuperSoulSunday this week. We talked about her losing her husband &amp; how she learned to beco… https://t.co/gCXyoJFqGW",FALSE,1717,NA,2017-06-24 01:06:37,TRUE,NA,"878419052670009344",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",277,FALSE,FALSE,NA,NA
"Thanks to you all for watching #QUEENSUGAR  I love the show so much. And Really appreciate your support of it!",FALSE,3985,NA,2017-06-22 03:03:48,FALSE,NA,"877723767635443712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",469,FALSE,FALSE,NA,NA
"@QueenSugarOWN Loved this moment ! #QueenSugar",FALSE,179,"QueenSugarOWN",2017-06-22 02:48:15,FALSE,"877719298638086145","877719854836404224","4159930335","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",81,FALSE,FALSE,NA,NA
"@JoAnnluv2clean @OWNTV So relatable right? #QueenSugar",FALSE,30,"JoAnnluv2clean",2017-06-22 02:47:21,FALSE,"877581667212419072","877719629006753792","40409108","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"@CarpeDiemJBS Agree Jasmine!",FALSE,22,"CarpeDiemJBS",2017-06-22 02:30:17,FALSE,"877715168301522944","877715333192204289","33846385","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"Father's should renain in their children's lives. #QUEENSUGAR",FALSE,1851,NA,2017-06-22 02:29:40,FALSE,NA,"877715178434863104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",305,FALSE,FALSE,NA,NA
"Hey Sweeties who's watching 2nd night of #QueenSugar ??",FALSE,1383,NA,2017-06-22 02:26:46,FALSE,NA,"877714449162948609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",159,FALSE,FALSE,NA,NA
"Loved seeing all your tweets during last night's #QueenSugar premiere <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> Another new episode in just 40 min. See you… https://t.co/IzHl1mkddr",FALSE,1229,NA,2017-06-22 01:24:15,TRUE,NA,"877698714978074624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",183,FALSE,FALSE,NA,NA
"Celebrating #QueenSugar with my @OWNTV team. https://t.co/VjlVLO3WQP",FALSE,2224,NA,2017-06-22 01:00:37,FALSE,NA,"877692767622668289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",259,FALSE,FALSE,NA,NA
"Last one…

The Super Moon will fit easily in the field of view through a simple drinking straw. Try it.",FALSE,9652,NA,2017-12-03 16:25:54,FALSE,NA,"937357234627121152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",1444,FALSE,FALSE,NA,NA
"And another?

For the Super Moon to look big in a picture requires a substantial telephoto lens. Try one with just… https://t.co/6ijZbprwSd",FALSE,5568,NA,2017-12-03 16:22:05,TRUE,NA,"937356274634776576",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",785,FALSE,FALSE,NA,NA
"Want another?

This month's “Super Moon” is 1% brighter than last month’s non-Super Moon.",FALSE,15650,NA,2017-12-03 16:17:10,FALSE,NA,"937355035507388416",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",2282,FALSE,FALSE,NA,NA
"if a 16.1 inch pizza is “super"" to you, compared with a 16.0 inch pizza, then we have an issue of vocabulary..",FALSE,12971,NA,2017-12-03 16:00:58,FALSE,NA,"937350959889637376",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",1977,FALSE,FALSE,NA,NA
"If last month’s Full Moon were a 16.0 inch pizza, then this month’s “Super” Moon would be 16.1 inches.  I’m just saying.",FALSE,30654,NA,2017-12-03 15:55:13,FALSE,NA,"937349511558639617",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",5946,FALSE,FALSE,NA,NA
"FYI: The very concept of a Super Moon is an embarrassment to everything else we call super:  Supernova, Supercollid… https://t.co/BAsNbeorTV",FALSE,75239,NA,2017-12-03 15:54:36,TRUE,NA,"937349358147854338",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",17651,FALSE,FALSE,NA,NA
"JUST POSTED: Explore #Artemis on @StarTalkRadio w/ @AndyWeirAuthor (Author of The Martian) On @ApplePodcasts &amp;… https://t.co/h8hd349fz0",FALSE,1689,NA,2017-12-01 03:04:00,TRUE,NA,"936430653658107905",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",205,FALSE,FALSE,NA,NA
"@abnormalreturns Do you know my Mother?  She says the same thing.",FALSE,838,"abnormalreturns",2017-11-30 15:11:08,FALSE,"936250151827623939","936251255403483136","15485461","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",24,FALSE,FALSE,NA,NA
"Likely half of all cave people died by age 12 from now-preventable causes. Insight not lost on the @NewYorker's Ale… https://t.co/cxBuNuMHmg",FALSE,27709,NA,2017-11-30 15:09:29,TRUE,NA,"936250841475973120",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",8439,FALSE,FALSE,NA,NA
"A Lunar Eclipse flat-Earther’s have never seen. https://t.co/HuApDwa85n",FALSE,185343,NA,2017-11-26 22:08:00,FALSE,NA,"934906611088359426",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",56309,FALSE,FALSE,NA,NA
"@AliceRadley Yup. Good memory. Two or three chapters of Astrophysics For People In A Hurry appeared in other forms over the past 20 years.",FALSE,22,"AliceRadley",2017-11-26 15:40:27,FALSE,"934808386629259264","934809082397118464","606090045","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",3,FALSE,FALSE,NA,NA
"@Johnn128 Thanks! Will alert the publisher.",FALSE,156,"Johnn128",2017-11-26 15:24:39,FALSE,"934804214638960640","934805105639075840","713787073","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",4,FALSE,FALSE,NA,NA
"Gravity indeed. But the “or some shit” also includes surface tension (soap bubbles) and the second law of thermodyn… https://t.co/m2d6lpoZmJ",FALSE,21860,NA,2017-11-26 15:23:26,TRUE,NA,"934804798980935680",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",2910,FALSE,FALSE,NA,NA
"FYI: Chapter 8 of 12: “On Being Round” explores how physical laws conspire to favor spheres in the universe.… https://t.co/WK4ujmWeeA",FALSE,4882,NA,2017-11-26 15:14:47,TRUE,NA,"934802620929269760",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",687,FALSE,FALSE,NA,NA
"If I were a dead Salmon, I’d want to be Gravlax https://t.co/xrnuzpKmNt",FALSE,11694,NA,2017-11-24 23:17:30,FALSE,NA,"934199325240020992",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",927,FALSE,FALSE,NA,NA
"@patricktmusic : - )",FALSE,10,"patricktmusic",2017-11-24 21:14:41,FALSE,"934164601301864448","934168416151396353","22212518","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",3,FALSE,FALSE,NA,NA
"@LewiDee72 We revolve around the center of the Milky Way. Meanwhile, the Milky Way and the Andromeda Galaxy will co… https://t.co/eBncZIPMl8",FALSE,27,"LewiDee72",2017-11-24 18:08:15,TRUE,"934098276810350592","934121498926870528","972475471","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",7,FALSE,FALSE,NA,NA
"My sister’s mutt Luna has strong opinions about who should win at @TheNatlDogShow. I’ve seen some humans do this to… https://t.co/XUeI0IpDcM",FALSE,9006,NA,2017-11-23 17:53:50,TRUE,NA,"933755485207097344",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",863,FALSE,FALSE,NA,NA
"Is it just me, or does the Tardigrade (from the neck down) resemble Miyazaki’s “Cat Bus” in his Totoro film. https://t.co/43feE1E9GL",FALSE,34214,NA,2017-11-23 04:45:00,FALSE,NA,"933556967968194560",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",6139,FALSE,FALSE,NA,NA
"The pudgy, lovable, mildly creepy, microscopic  Tardigrade “WaterBear” would make a most excellent @Macys Thanksgiv… https://t.co/5Vr3o6AEI4",FALSE,36769,NA,2017-11-23 02:47:15,TRUE,NA,"933527334929526784",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",7851,FALSE,FALSE,NA,NA
"If Classical Music concerts had progress bars, then people unfamiliar with the piece would never be confused when to clap at the end.",FALSE,25953,NA,2017-11-21 12:07:13,FALSE,NA,"932943481378607104",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",3352,FALSE,FALSE,NA,NA
"@ChipLaFrazia Good to know. But emphasis on “…don’t tend to come from…""",FALSE,10,"ChipLaFrazia",2017-11-21 11:56:42,FALSE,"932940297851596800","932940834470801408","795055148","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",2,FALSE,FALSE,NA,NA
"@swettjc Emphasis on “…don’t tend to come from…""",FALSE,9,"swettjc",2017-11-21 11:55:38,FALSE,"932938080176263168","932940566463213568","1710105852","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",2,FALSE,FALSE,NA,NA
"@sjeh07 You are making an error in reading comprehension, sir. Emphasis on “…don’t tend to come from…""",FALSE,13,"sjeh07",2017-11-21 11:55:15,FALSE,"932937888354000896","932940467435720709","8849392","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",2,FALSE,FALSE,NA,NA
"States where Blues Singers don’t tend to come from: Maine, Vermont, Connecticut, Minnesota, Montana, Utah, Colorado, Oregon, Hawaii.",FALSE,14805,NA,2017-11-21 01:41:26,FALSE,NA,"932785994650324992",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",1522,FALSE,FALSE,NA,NA
"@b_sinc Released only one month after my book. So their cover was surely designed independently. But even so, I’d h… https://t.co/FZpfrDVP4B",FALSE,12,"b_sinc",2017-11-19 23:39:19,TRUE,"932391542135799808","932392878617321474","242949782","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",2,FALSE,FALSE,NA,NA
"I sometimes wonder if Chimps and Monkeys would be impressed with human trapeze artists.",FALSE,40800,NA,2017-11-19 02:06:57,FALSE,NA,"932067640323006464",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",6089,FALSE,FALSE,NA,NA
"This is what happens when you name your kid Orion and give him the StarTalk Book on his 3rd birthday: [Video; 6min] https://t.co/ssmT1bKGm4",FALSE,4421,NA,2017-11-17 14:29:00,FALSE,NA,"931529608956084225",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",628,FALSE,FALSE,NA,NA
"I'd bet Benjamin Franklin would have been really good on Twitter.",FALSE,63378,NA,2017-11-15 19:08:09,FALSE,NA,"930875085145198599",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",9819,FALSE,FALSE,NA,NA
"@NeerajKA Thanks. Hence that question mark.",FALSE,95,"NeerajKA",2017-11-15 19:02:39,FALSE,"930518896016314368","930873697971425280","14710235","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",5,FALSE,FALSE,NA,NA
"Twitter now 240 characters? If a Tweet of mine is ever that long, it’s because I ran out of time to make it short.",FALSE,48316,NA,2017-11-14 19:32:25,FALSE,NA,"930518803397726210",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neiltyson",5533,FALSE,FALSE,NA,NA
"I suspect as many as 10% of my scientific colleagues fall somewhere on the spectrum. The Universe clearly has room… https://t.co/g8IChw7skU",FALSE,37007,NA,2017-11-13 15:44:02,TRUE,NA,"930098939386302464",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",5210,FALSE,FALSE,NA,NA
"I love the smell of the
Universe in the morning.

https://t.co/Aj4Ir4I33l https://t.co/BBd1SWFRup",FALSE,20463,NA,2017-11-12 17:14:10,FALSE,NA,"929759236606824448",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",2611,FALSE,FALSE,NA,NA
"Looks like a condensation-trail left by a plane flying below the high cirrus clouds, with a low Sun casting an upwa… https://t.co/6qfyDgqNeD",FALSE,20275,NA,2017-11-11 23:50:34,TRUE,NA,"929496606843523072",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",2436,FALSE,FALSE,NA,NA
"Sometimes I wonder if in Deer Heaven, they are outfitted with rifles and hunt Humans.",FALSE,43816,NA,2017-11-08 19:10:37,FALSE,NA,"928338989899161600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neiltyson",8306,FALSE,FALSE,NA,NA
"Facts &amp; Ethics of Human Augmentation w/ @donttrythis &amp; @smatthewliao. StarTalkRadio: https://t.co/B8RmTcBk87 &amp;… https://t.co/eWcF9GmcXJ",FALSE,1761,NA,2017-11-04 15:03:39,TRUE,NA,"926827285797208066",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",262,FALSE,FALSE,NA,NA
"In school, rarely do we learn skepticism, and how political winds can influence it, morphing skepticism into obstinance.",FALSE,39104,NA,2017-11-02 21:47:16,FALSE,NA,"926204082800545792",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",9573,FALSE,FALSE,NA,NA
"If the world were really going to end, cosmically, I’d let y’all know, and with plenty of time to do nothing about it.",FALSE,149384,NA,2017-10-30 14:45:02,FALSE,NA,"925010660995616768",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",37425,FALSE,FALSE,NA,NA
"JUST POSTED: @StarTalkRadio’s “The Power of Political Satire"" with @billmaher. On @ApplePodcasts &amp;… https://t.co/vN9Q1591hL",FALSE,2548,NA,2017-10-28 15:09:17,TRUE,NA,"924291990157713409",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",458,FALSE,FALSE,NA,NA
"We know more about Mars today than early Oceanic Explorers knew about their destinations on Earth.",FALSE,49157,NA,2017-10-26 12:58:03,FALSE,NA,"923534188485201921",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",8195,FALSE,FALSE,NA,NA
"@stevenloya FYI: I never said that but I certainly agree with it. My memoir is titled “The Sky Is Not the Limit”. https://t.co/BavRvPI8y0",FALSE,849,"stevenloya",2017-10-22 16:51:14,FALSE,"922142451028000773","922143319030927365","122153623","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",69,FALSE,FALSE,NA,NA
"@slstroud1 @TylerPhernetton False as stated. Maybe what you're trying to say is that “blue"" things absorb all other… https://t.co/okMpqRHgiF",FALSE,40,"slstroud1",2017-10-22 16:48:18,TRUE,"922139970839760897","922142582528008192","2716040711","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",5,FALSE,FALSE,NA,NA
"Tired of soundbites? @Radiolab host Robert Krulwich asks me about astrophysics at the @92Y [vid: 80m]… https://t.co/B77Byh4Ohg",FALSE,2457,NA,2017-10-21 17:51:19,TRUE,NA,"921796050414907399",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","neiltyson",372,FALSE,FALSE,NA,NA
"@Jazerus_ @trebornos @Alec_Ksiazek Kuhn deeply misunderstood how most discoveries occur in science. For some insigh… https://t.co/IjTsmhRGsd",FALSE,60,"Jazerus_",2017-10-19 15:42:02,TRUE,"920711259754041347","921038740126126082","760326114908655616","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","neiltyson",7,FALSE,FALSE,NA,NA
"I still think there should be a dinosaur named the Thesaurus.  And I imagine Thesaurus Rex would be badass with wordplay.",FALSE,87338,NA,2017-10-19 00:53:16,FALSE,NA,"920815075937673217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neiltyson",18552,FALSE,FALSE,NA,NA
